source,target,src_type,tgt_type,confidence,polarity,strength,claim_type
Property:creep rupture life,Property:EL,Property,Property,0.85,increase,strong,cooccurrence
Property:creep rupture life,Property:ultimate tensile strength,Property,Property,0.85,increase,strong,cooccurrence
Property:creep rupture life,Property:yield strength,Property,Property,0.85,increase,strong,cooccurrence
Property:HV,Property:creep rupture life,Property,Property,0.8,increase,strong,cooccurrence
Alloy:IN718,Processing:VIM,Alloy,Processing,0.85,increase,strong,cooccurrence
Alloy:IN718,Processing:solution treatment,Alloy,Processing,0.85,increase,strong,cooccurrence
Alloy:IN718,Processing:aging,Alloy,Processing,0.85,increase,strong,cooccurrence
Alloy:IN718,Property:EL,Alloy,Property,0.85,increase,strong,cooccurrence
Alloy:IN718,Property:ultimate tensile strength,Alloy,Property,0.85,increase,strong,cooccurrence
Alloy:IN718,Property:creep rupture life,Alloy,Property,0.85,increase,strong,cooccurrence
Alloy:IN718,Property:yield strength,Alloy,Property,0.85,increase,strong,cooccurrence
Alloy:IN718,Property:HV,Alloy,Property,0.8,increase,strong,cooccurrence
Element:N,Microstructure:M23C6,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Microstructure:M6C,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Property:grain boundary coverage,Element,Property,0.55,increase,medium,cooccurrence
Element:N,Property:area fraction of intergranular fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:N,Property:area fraction of quasi-cleavage fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:N,Property:GROD,Element,Property,0.55,increase,medium,cooccurrence
Element:N,Property:area fraction of ductile fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:N,"Microstructure:(Nb,Ti)C",Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Microstructure:Al and Cr-rich oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Microstructure:γ'',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Microstructure:γ',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Microstructure:δ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Microstructure:γ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:N,Property:corrosion current,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Element:N,Element,Element,0.6,increase,medium,cooccurrence
Element:O,Element:Si,Element,Element,0.65,increase,medium,cooccurrence
Element:O,Microstructure:M23C6,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Microstructure:M6C,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Property:grain boundary coverage,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Property:area fraction of intergranular fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Property:area fraction of quasi-cleavage fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Property:GROD,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Property:area fraction of ductile fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:O,"Microstructure:(Nb,Ti)C",Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Microstructure:Al and Cr-rich oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Microstructure:γ'',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Microstructure:γ',Element,Microstructure,0.6,increase,medium,cooccurrence
Element:O,Microstructure:δ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Microstructure:γ,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:O,Property:corrosion current,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Microstructure:NiMoO4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Microstructure:NiO,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Microstructure:MoO3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:O,Property:solidus temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Property:GND density,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Property:elastic modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:O,Property:peak temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:Mn,Element:N,Element,Element,0.6,increase,medium,cooccurrence
Element:Mn,Element:Si,Element,Element,0.6,increase,medium,cooccurrence
Element:Mn,Element:O,Element,Element,0.6,increase,medium,cooccurrence
Element:Mn,Microstructure:FCC,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:Mn,Microstructure:TiN,Element,Microstructure,0.55,increase,medium,cooccurrence
Processing:solution heat treatment,Microstructure:γ,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:solution heat treatment,Microstructure:γ',Processing,Microstructure,0.6,increase,medium,cooccurrence
Element:Hf,Element:C,Element,Element,0.8,increase,strong,cooccurrence
Element:Hf,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Hf,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Hf,Property:creep life,Element,Property,0.6,increase,medium,cooccurrence
Element:Hf,Element:B,Element,Element,0.7,increase,medium,cooccurrence
Element:Hf,Element:Y,Element,Element,0.55,increase,medium,cooccurrence
Element:Hf,Property:yield strength,Element,Property,0.6,increase,medium,cooccurrence
Element:Hf,Element:Zr,Element,Element,0.6,increase,medium,cooccurrence
Element:Ta,Element:Hf,Element,Element,0.85,increase,strong,cooccurrence
Element:Ta,Element:W,Element,Element,0.85,increase,strong,cooccurrence
Element:Ta,Element:C,Element,Element,0.85,increase,strong,cooccurrence
Element:Ta,Element:Nb,Element,Element,0.85,increase,strong,cooccurrence
Element:Ta,Element:Co,Element,Element,0.85,increase,strong,cooccurrence
Element:Ta,Microstructure:MC,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:σ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Ta,Microstructure:η,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Ta,Element:B,Element,Element,0.75,increase,strong,cooccurrence
Element:Ta,Element:Y,Element,Element,0.55,increase,medium,cooccurrence
Element:Ta,Property:Young's modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:maximum secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:average secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:crack density,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:cycles to failure,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:0.2% offset yield strength,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:recrystallized grain size,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:yield strength,Element,Property,0.65,increase,medium,cooccurrence
Element:Ta,Property:E,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:ultimate tensile strength,Element,Property,0.6,increase,medium,cooccurrence
Element:Ta,Property:fatigue strength,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Element:Ti,Element,Element,0.85,increase,strong,cooccurrence
Element:Ta,Microstructure:γ-γ' eutectic,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:Hf-rich carbides,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Property:creep behavior,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:creep life,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:creep strain,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Element:Ir,Element,Element,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:micro-voids,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:twin,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:TCP,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:recrystallized grains,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Property:steady crack growth rate,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:total life to failure,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:HV,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Element:Fe,Element,Element,0.6,increase,medium,cooccurrence
Element:Ta,Element:Zr,Element,Element,0.65,increase,medium,cooccurrence
Element:Ta,Microstructure:Ti-Nb rich carbo-oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:Hf/Ta-rich carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:MC carbide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:Ta,Microstructure:oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Property:crack count density,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:crack area fraction,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:average crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:average crack width,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:cavities,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:disordered phase,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:clusters,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:Re-rich dislocations,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:LAGB,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Element:Si,Element,Element,0.55,increase,medium,cooccurrence
Element:Ta,Element:O,Element,Element,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:NiMoO4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:NiO,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:MoO3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Property:solidus temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:GND density,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:elastic modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:peak temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:creep time to 0.3% strain,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:grain size,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:Vickers microhardness,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:M7C3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:Cr-rich interdendritic carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:TaC,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Property:EL,Element,Property,0.6,increase,medium,cooccurrence
Element:Ta,Microstructure:dislocation pairs,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:micropores,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Microstructure:stacking faults,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ta,Property:HEI,Element,Property,0.55,increase,medium,cooccurrence
Element:Ta,Property:hydrogen content,Element,Property,0.55,increase,medium,cooccurrence
Processing:HIP,Microstructure:γ',Processing,Microstructure,0.6,increase,medium,cooccurrence
Element:Y,Microstructure:γ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Y,Microstructure:γ',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Y,Property:Young's modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:Y,Property:maximum secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:Y,Property:average secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:Y,Property:crack density,Element,Property,0.55,increase,medium,cooccurrence
Element:Y,Property:cycles to failure,Element,Property,0.55,increase,medium,cooccurrence
Element:Y,Property:0.2% offset yield strength,Element,Property,0.55,increase,medium,cooccurrence
Element:Y,Property:recrystallized grain size,Element,Property,0.55,increase,medium,cooccurrence
Microstructure:FCC,Microstructure:TiN,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Element:Re,Element:Ta,Element,Element,0.85,increase,strong,cooccurrence
Element:Re,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Re,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Re,Property:yield strength,Element,Property,0.6,increase,medium,cooccurrence
Processing:directional solidification,Microstructure:γ',Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:homogenization,Microstructure:γ',Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:homogenization,Microstructure:γ,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:homogenization,Microstructure:carbide,Processing,Microstructure,0.55,increase,medium,cooccurrence
Alloy:Alloy 718,Property:yield strength,Alloy,Property,0.6,increase,medium,cooccurrence
Alloy:Alloy 718,Processing:aging,Alloy,Processing,0.6,increase,medium,cooccurrence
Alloy:Alloy 718,Processing:solution treatment,Alloy,Processing,0.6,increase,medium,cooccurrence
Element:Ce,Microstructure:Ni-plating,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Nb oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Ni3Nb,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:NiCr2O4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Cr2O3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:LiFeO2,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Li2Ni8O10,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:CrNbO4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Cr oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Ni3Ce,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:LiTiO2,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Ti oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Ni3Al,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:LiAl2Cr3O8,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Si oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Microstructure:Al oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Ce,Property:weight loss,Element,Property,0.55,increase,medium,cooccurrence
Element:Cu,Element:N,Element,Element,0.55,increase,medium,cooccurrence
Element:Cu,Element:O,Element,Element,0.55,increase,medium,cooccurrence
Element:Cu,Element:Mn,Element,Element,0.6,increase,medium,cooccurrence
Element:Cu,Microstructure:TiN,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Sn,Element:Cu,Element,Element,0.55,increase,medium,cooccurrence
Element:Sn,Element:N,Element,Element,0.55,increase,medium,cooccurrence
Element:Sn,"Microstructure:(Nb,Ti)C",Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Sn,Microstructure:Al and Cr-rich oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Sn,Microstructure:γ'',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Sn,Microstructure:γ',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Sn,Microstructure:δ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Sn,Microstructure:γ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Sn,Property:corrosion current,Element,Property,0.55,increase,medium,cooccurrence
Element:S,Element:N,Element,Element,0.55,increase,medium,cooccurrence
Element:S,Element:Sn,Element,Element,0.55,increase,medium,cooccurrence
Element:P,Element:N,Element,Element,0.55,increase,medium,cooccurrence
Element:P,Element:Sn,Element,Element,0.55,increase,medium,cooccurrence
Processing:annealing,Microstructure:γ,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:compression test,Microstructure:γ,Processing,Microstructure,0.6,increase,medium,cooccurrence
Element:Zr,Microstructure:Ti-Nb rich carbo-oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:γ',Element,Microstructure,0.75,increase,strong,cooccurrence
Element:Zr,Microstructure:Hf/Ta-rich carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:MC carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Property:crack count density,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:crack area fraction,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:average crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:average crack width,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Element:Si,Element,Element,0.55,increase,medium,cooccurrence
Element:Zr,Element:O,Element,Element,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:NiMoO4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:NiO,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:MoO3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:γ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Property:solidus temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:GND density,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:elastic modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:peak temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:creep time to 0.3% strain,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:Ni7Zr2,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:MC,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:Ni2Y,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Microstructure:M3B2,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Zr,Property:yield strength,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:ultimate tensile strength,Element,Property,0.55,increase,medium,cooccurrence
Element:Zr,Property:EL,Element,Property,0.55,increase,medium,cooccurrence
Alloy:DD6,Processing:aging,Alloy,Processing,0.6,increase,medium,cooccurrence
Processing:slow strain rate tensile testing,Microstructure:carbides,Processing,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbides,Property:plastic strain at fracture,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:carbides,Property:plastic strain at crack detection,Microstructure,Property,0.55,increase,medium,cooccurrence
Processing:grinding and polishing,Microstructure:carbides,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:electro discharge machining,Microstructure:carbides,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:polishing,Microstructure:carbides,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:cathodic hydrogen charging,Microstructure:carbides,Processing,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:ductile dimples,Microstructure:carbides,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:dislocation substructure,Microstructure:carbides,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:quasi-cleavage,Microstructure:carbides,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:dislocation slip bands,Microstructure:carbides,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
"Microstructure:γ""",Microstructure:carbides,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Processing:Bridgman directional solidification,Microstructure:γ,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Bridgman directional solidification,Microstructure:γ',Processing,Microstructure,0.65,increase,medium,cooccurrence
Microstructure:TiN,Property:yield strength,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:TiN,Property:ultimate tensile strength,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:TiN,Property:EL,Microstructure,Property,0.55,increase,medium,cooccurrence
Processing:arc melting,Microstructure:TiN,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:cold rolling,Microstructure:TiN,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:brazing,Microstructure:TiN,Processing,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Cr23C6,Microstructure:TiN,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Cr7C3,Microstructure:TiN,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:MnO,Microstructure:TiN,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Processing:argon arc-melting,Microstructure:carbide,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:isothermal compression test,Microstructure:carbide,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:tensile test,Microstructure:carbide,Processing,Microstructure,0.55,increase,medium,cooccurrence
